"6";"1";"1";"Wijn 7";"Frankrijk ";"1998";"5.0";"0.0";"Bordeaux"
"7";"1";"1";"Wijn 8";"Frankrijk ";"1999";"6.0";"0.0";"Bordeaux"
"9";"1";"1";"Wijn 10";"Frankrijk ";"2001";"8.0";"0.0";"Bordeaux"
"11";"1";"1";"Wijn 12";"Frankrijk ";"2003";"10.0";"0.0";"Bordeaux"
"12";"1";"1";"Wijn 13";"Frankrijk ";"2004";"11.0";"0.0";"Bordeaux"
"13";"1";"1";"Wijn 14";"Frankrijk ";"2005";"12.0";"0.0";"Bordeaux"
"14";"1";"1";"Wijn 15";"Frankrijk ";"2006";"13.0";"0.0";"Bordeaux"
"15";"1";"1";"Wijn 16";"Frankrijk ";"2007";"14.0";"0.0";"Bordeaux"
"16";"1";"1";"Wijn 17";"Frankrijk ";"2008";"15.0";"0.0";"Bordeaux"
"17";"1";"1";"Wijn 18";"Frankrijk ";"2009";"16.0";"0.0";"Bordeaux"
"18";"1";"1";"Wijn 19";"Frankrijk ";"2010";"17.0";"0.0";"Bordeaux"
"19";"1";"1";"Wijn 20";"Frankrijk ";"2011";"18.0";"0.0";"Bordeaux"
"20";"1";"1";"Wijn 21";"Frankrijk ";"2012";"19.0";"0.0";"Bordeaux"
"21";"1";"1";"Wijn 22";"Frankrijk ";"2013";"20.0";"0.0";"Bordeaux"
"22";"1";"1";"Wijn 23";"Frankrijk ";"2014";"21.0";"0.0";"Bordeaux"
"23";"1";"1";"Wijn 24";"Frankrijk ";"2015";"22.0";"0.0";"Bordeaux"
"24";"1";"1";"Wijn 25";"Frankrijk ";"2016";"23.0";"0.0";"Bordeaux"
"25";"1";"1";"Wijn 26";"Frankrijk ";"2017";"24.0";"0.0";"Bordeaux"
"26";"1";"1";"Wijn 27";"Frankrijk ";"2018";"25.0";"0.0";"Bordeaux"
"27";"1";"1";"Wijn 28";"Frankrijk ";"2019";"26.0";"0.0";"Bordeaux"
"28";"1";"1";"Wijn 29";"Frankrijk ";"2020";"27.0";"0.0";"Bordeaux"
"29";"1";"1";"Wijn 30";"Nederland";"2021";"28.0";"0.0";"Bordeaux"
"30";"1";"1";"Wijn 31";"Frankrijk ";"1995";"2.0";"0.0";"Bordeaux"
"31";"1";"1";"Wijn 32";"Frankrijk ";"1996";"3.0";"0.0";"Bordeaux"
"32";"1";"1";"Wijn 33";"Frankrijk ";"1999";"6.0";"0.0";"Bordeaux"
