"65";"1";"1";"Wijn 2";"Frankrijk";"1994";"21.0";"0.0";"Bordeaux"
"66";"1";"1";"Wijn 3";"Frankrijk";"1994";"22.0";"0.0";"Bordeaux"
"67";"1";"1";"Wijn 4";"Frankrijk ";"1995";"2.0";"0.0";"Bordeaux"
"68";"1";"1";"Wijn 5";"Frankrijk ";"1996";"3.0";"0.0";"Bordeaux"
"69";"1";"1";"Wijn 6";"Frankrijk ";"1997";"4.0";"0.0";"Bordeaux"
"70";"1";"1";"Wijn 7";"Frankrijk ";"1998";"5.0";"0.0";"Bordeaux"
"71";"1";"1";"Wijn 8";"Frankrijk ";"1999";"6.0";"0.0";"Bordeaux"
"72";"1";"1";"Wijn 9";"Frankrijk ";"2000";"7.0";"0.0";"Bordeaux"
"73";"1";"1";"Wijn 10";"Frankrijk ";"2001";"8.0";"0.0";"Bordeaux"
"74";"1";"1";"Wijn 11";"Frankrijk ";"2002";"9.0";"0.0";"Bordeaux"
"75";"1";"1";"Wijn 12";"Frankrijk ";"2003";"10.0";"0.0";"Bordeaux"
"76";"1";"1";"Wijn 13";"Frankrijk ";"2004";"11.0";"0.0";"Bordeaux"
"77";"1";"1";"Wijn 14";"Frankrijk ";"2005";"12.0";"0.0";"Bordeaux"
"78";"1";"1";"Wijn 15";"Frankrijk ";"2006";"13.0";"0.0";"Bordeaux"
"79";"1";"1";"Wijn 16";"Frankrijk ";"2007";"14.0";"0.0";"Bordeaux"
"80";"1";"1";"Wijn 17";"Frankrijk ";"2008";"15.0";"0.0";"Bordeaux"
"81";"1";"1";"Wijn 18";"Frankrijk ";"2009";"16.0";"0.0";"Bordeaux"
"82";"1";"1";"Wijn 19";"Frankrijk ";"2010";"17.0";"0.0";"Bordeaux"
"83";"1";"1";"Wijn 20";"Frankrijk ";"2011";"18.0";"0.0";"Bordeaux"
"84";"1";"1";"Wijn 21";"Frankrijk ";"2012";"19.0";"0.0";"Bordeaux"
"85";"1";"1";"Wijn 22";"Frankrijk ";"2013";"20.0";"0.0";"Bordeaux"
"86";"1";"1";"Wijn 23";"Frankrijk ";"2014";"21.0";"0.0";"Bordeaux"
"87";"1";"1";"Wijn 24";"Frankrijk ";"2015";"22.0";"0.0";"Bordeaux"
"88";"1";"1";"Wijn 25";"Frankrijk ";"2016";"23.0";"0.0";"Bordeaux"
"89";"1";"1";"Wijn 26";"Frankrijk ";"2017";"24.0";"0.0";"Bordeaux"
"90";"1";"1";"Wijn 27";"Frankrijk ";"2018";"25.0";"0.0";"Bordeaux"
"91";"1";"1";"Wijn 28";"Frankrijk ";"2019";"26.0";"0.0";"Bordeaux"
"92";"1";"1";"Wijn 29";"Frankrijk ";"2020";"27.0";"0.0";"Bordeaux"
"93";"1";"1";"Wijn 30";"Nederland";"2021";"28.0";"0.0";"Bordeaux"
"94";"1";"1";"Wijn 31";"Frankrijk ";"1995";"2.0";"0.0";"Bordeaux"
"95";"1";"1";"Wijn 32";"Frankrijk ";"1996";"3.0";"0.0";"Bordeaux"
"96";"1";"1";"Wijn 33";"Frankrijk ";"1999";"6.0";"0.0";"Bordeaux"
